epoch,step,train_acc,train_f1,train_loss,train_perplexity,train_precision,train_recall,val_acc,val_f1,val_loss,val_perplexity,val_precision,val_recall
0,8,,,,,,,0.03219447284936905,0.05999734252691269,0.5821211338043213,1.7898309230804443,0.03219447284936905,0.8823529481887817
0,8,0.035037603229284286,0.06536009907722473,0.6643157601356506,1.943621039390564,0.035037603229284286,0.8601654767990112,,,,,,
1,17,,,,,,,0.875665545463562,0.01738017052412033,0.20159564912319183,1.2233532667160034,0.01808491162955761,0.09512431919574738
1,17,0.2518818974494934,0.05194481089711189,0.4060390591621399,1.5112926959991455,0.030482999980449677,0.6386430263519287,,,,,,
2,26,,,,,,,0.9566619992256165,0.0033297096379101276,0.14180156588554382,1.1523479223251343,0.008906501345336437,0.013531394302845001
2,26,0.9328121542930603,0.009177274070680141,0.1750267744064331,1.1914372444152832,0.016513947397470474,0.020255306735634804,,,,,,
3,35,,,,,,,0.960763156414032,0.0018630322301760316,0.13134822249412537,1.1403647661209106,0.007920430973172188,0.0010954171884804964
3,35,0.9564082622528076,0.0031800162978470325,0.14564253389835358,1.1568201780319214,0.011429505422711372,0.002061652485281229,,,,,,
4,44,,,,,,,0.9624366164207458,0.0009683361859060824,0.1287832409143448,1.1374435424804688,0.005377833731472492,0.0005349000566639006
4,44,0.9596370458602905,0.00178876135032624,0.1387065351009369,1.148809552192688,0.008896895684301853,0.001101484871469438,,,,,,
5,53,,,,,,,0.9630958437919617,0.0006193816661834717,0.12777210772037506,1.1362940073013306,0.004185087978839874,0.00033480339334346354
5,53,0.9606062173843384,0.001281755743548274,0.13641609251499176,1.1461737155914307,0.007282475009560585,0.000711496570147574,,,,,,
6,62,,,,,,,0.9639420509338379,0.0002539650013204664,0.12651783227920532,1.1348696947097778,0.0023471019230782986,0.00013480511552188545
6,62,0.9613159894943237,0.0008581512956880033,0.13514035940170288,1.1447234153747559,0.005720210261642933,0.0004871792334597558,,,,,,
7,71,,,,,,,0.9643382430076599,0.00015905800682958215,0.12582381069660187,1.134082317352295,0.001713283360004425,8.374912431463599e-05
7,71,0.9618663787841797,0.0004304931208025664,0.13454951345920563,1.1440482139587402,0.004227025434374809,0.00022801198065280914,,,,,,
8,80,,,,,,,0.9648517370223999,5.4975262173684314e-05,0.12581025063991547,1.1340668201446533,0.0008403361425735056,2.841716559487395e-05
8,80,0.9621960520744324,0.00020581227727234364,0.13411356508731842,1.1435346603393555,0.002356151584535837,0.00010797897994052619,,,,,,
9,89,,,,,,,0.9655996561050415,0.0,0.1256258338689804,1.1338578462600708,0.0,0.0
9,89,0.962839663028717,0.00013121402298565954,0.13378536701202393,1.1431655883789062,0.0018258030759170651,6.832802318967879e-05,,,,,,
10,98,,,,,,,0.9659704566001892,0.0,0.12538202106952667,1.1335813999176025,0.0,0.0
10,98,0.9632359743118286,7.648517930647358e-05,0.13359291851520538,1.1429383754730225,0.0012348741292953491,3.953810301027261e-05,,,,,,
11,107,,,,,,,0.9660909175872803,0.0,0.12543489038944244,1.1336413621902466,0.0,0.0
11,107,0.9635260701179504,6.972227856749669e-05,0.13334205746650696,1.142665147781372,0.0008814319735392928,3.640458089648746e-05,,,,,,
12,116,,,,,,,0.9664490222930908,0.0,0.1252472847700119,1.133428692817688,0.0,0.0
12,116,0.9637088775634766,2.3303029593080282e-05,0.13318438827991486,1.1424843072891235,0.0003327179001644254,1.2102778782718815e-05,,,,,,
13,125,,,,,,,0.9665663242340088,0.0,0.1252492517232895,1.1334309577941895,0.0,0.0
13,125,0.9639335870742798,0.0,0.1330329030752182,1.1423088312149048,0.0,0.0,,,,,,
14,134,,,,,,,0.9668420553207397,0.0,0.12477337568998337,1.1328916549682617,0.0,0.0
14,134,0.964111864566803,0.0,0.13292716443538666,1.142188310623169,0.0,0.0,,,,,,
15,143,,,,,,,0.967133641242981,0.0,0.12495771050453186,1.1331006288528442,0.0,0.0
15,143,0.9643025994300842,0.0,0.13283324241638184,1.1420971155166626,0.0,0.0,,,,,,
16,152,,,,,,,0.9672414064407349,0.0,0.12500371038913727,1.133152723312378,0.0,0.0
16,152,0.9644944667816162,0.0,0.13267995417118073,1.1419340372085571,0.0,0.0,,,,,,
17,161,,,,,,,0.967523455619812,0.0,0.12431710213422775,1.132374882698059,0.0,0.0
17,161,0.9646283388137817,0.0,0.13261310756206512,1.1418235301971436,0.0,0.0,,,,,,
18,170,,,,,,,0.9676660895347595,0.0,0.12435634434223175,1.1324193477630615,0.0,0.0
18,170,0.9648106694221497,0.0,0.1325928121805191,1.1417946815490723,0.0,0.0,,,,,,
19,179,,,,,,,0.9677358269691467,0.0,0.1247025653719902,1.132811427116394,0.0,0.0
19,179,0.9648949503898621,0.0,0.13251915574073792,1.1417264938354492,0.0,0.0,,,,,,
20,188,,,,,,,0.9677706360816956,0.0,0.12431712448596954,1.132374882698059,0.0,0.0
20,188,0.9649211168289185,0.0,0.1323643922805786,1.1415748596191406,0.0,0.0,,,,,,
21,197,,,,,,,0.9677706360816956,0.0,0.1242891475558281,1.1323432922363281,0.0,0.0
21,197,0.964935839176178,0.0,0.13229870796203613,1.1414926052093506,0.0,0.0,,,,,,
22,206,,,,,,,0.9678055047988892,0.0,0.1239253580570221,1.1319314241409302,0.0,0.0
22,206,0.9649585485458374,0.0,0.13212858140468597,1.1412757635116577,0.0,0.0,,,,,,
23,215,,,,,,,0.9678055047988892,0.0,0.12338346242904663,1.131318211555481,0.0,0.0
23,215,0.964962363243103,0.0,0.13172566890716553,1.140812635421753,0.0,0.0,,,,,,
